"","wordcloud_bigram_vi$ngrams","cat_sent_vi","wordcloud_bigram_vi$freq"
"22509","know theyre"", ","Neutral",1
"22510","locked years ","Neutral",1
"22511","wants push ","Neutral",1
"22512","able setting ","Neutral",1
"22513","done"", 
""enquired ","Neutral",1
"22514","still routed ","Neutral",1
"22515","centre atrocious ","Negative",1
"22516","somehow convince ","Positive",1
"22517","contract reception ","Neutral",1
"22518","returned manufactures ","Neutral",1
"22519","complaints go ","Negative",1
"22520","service regulate"", ","Negative",1
"22521","reconnect charge ","Neutral",1
"22522","regarding fault ","Negative",1
"22523","others experienced ","Positive",1
"22524","happening steer ","Neutral",1
"22525","also another ","Neutral",1
"22526","onto another ","Neutral",1
"22527","times happened ","Neutral",1
"22528","company"", ""disgusting ","Negative",1
"22529","theives know ","Neutral",1
"22530","explain things ","Neutral",1
"22531","payments categorically ","Neutral",1
"22532","charge hold ","Neutral",1
"22533","yesso now ","Neutral",1
"22534","sim contractphoned ","Neutral",1
"22535","biggie figured ","Neutral",1
"22536","awful"", 
""wouldn ","Negative",1
"22537","document clearly ","Positive",1
"22538","take hit ","Negative",1
"22539","online refund ","Positive",1
"22540","passedstill nothing ","Neutral",1
"22541","either moved ","Neutral",1
"22542","response weeks ","Neutral",1
"22543","anyone deserve ","Positive",1
"22544","going details ","Neutral",1
"22545","services years ","Neutral",1
"22546","condescendingly admitting ","Negative",1
"22547","t send ","Neutral",1
"22548","zero rating"", ","Neutral",1
"22549","heard said ","Neutral",1
"22550","menu times ","Neutral",1
"22551","
""never use ","Neutral",1
"22552","becuase adress ","Neutral",1
"22553","hung suggested ","Neutral",1
"22554","disgraceful broken ","Negative",1
"22555","ok instead ","Neutral",1
"22556","letter package ","Neutral",1
"22557","investigate process ","Positive",1
"22558","drawn staff ","Neutral",1
"22559","""disgraceful company ","Negative",1
"22560","calls non ","Neutral",1
"22561","unlimited internet ","Positive",1
"22562","hung emailing ","Neutral",1
"22563","back money ","Positive",1
"22564","completion month ","Positive",1
"22565","reasons dismissive ","Negative",1
"22566","broadband signed ","Neutral",1
"22567","eventually tell ","Neutral",1
"22568","rude called ","Negative",1
"22569","
""useless company"", ","Negative",1
"22570","incredulous say ","Negative",1
"22571","call scripted ","Neutral",1
"22572","giffgaff"", ""really ","Neutral",1
"22573","thanks feedback ","Positive",1
"22574","suggesting upgrade ","Neutral",1
"22575","aforementioned finally ","Positive",1
"22576","services unfit ","Negative",1
"22577","stopped ring ","Negative",1
"22578","alternative money ","Positive",1
"22579","services given ","Neutral",1
"22580","""whilst trying ","Neutral",1
"22581","simply feel ","Neutral",1
"22582","put writing ","Neutral",1
"22583","sim lady ","Neutral",1
"22584","nothing honest ","Positive",1
"22585","department transferred ","Neutral",1
"22586","face go ","Neutral",1
"22587","upgrade new ","Positive",1
"22588","name brusque ","Negative",1
"22589","prevented anything ","Positive",1
"22590","ewer renew ","Neutral",1
"22591","say used ","Neutral",1
"22592","worked okay ","Positive",1
"22593","different data ","Neutral",1
"22594","possibly gone ","Neutral",1
"22595","apples manufacturing ","Neutral",1
"22596","activated put ","Neutral",1
"22597","ring promised ","Positive",1
"22598","phone replacement ","Neutral",1
"22599","halfway call ","Neutral",1
"22600","improve unfortunately ","Negative",1
"22601","provider upgrade ","Neutral",1
"22602","order also ","Neutral",1
"22603","even matter ","Neutral",1
"22604","end hang ","Negative",1
"22605","manager told ","Neutral",1
"22606","close mobile ","Neutral",1
"22607","nice really ","Positive",1
"22608","never contracted ","Negative",1
"22609","getting large ","Neutral",1
"22610","p hour ","Neutral",1
"22611","normal"", ""rubbish ","Negative",1
"22612","tell eligible ","Positive",1
"22613","recieve still ","Neutral",1
"22614","meant however ","Neutral",1
"22615","complaints section ","Negative",1
"22616","average still ","Neutral",1
"22617","much helpful ","Positive",1
"22618","shut asked ","Neutral",1
"22619","cost account ","Neutral",1
"22620","done way ","Neutral",1
"22621","usual switch ","Positive",1
"22622","service representative ","Neutral",1
"22623","avail services ","Neutral",1
"22624","pay head ","Negative",1
"22625","s sale ","Neutral",1
"22626","roll never ","Neutral",1
"22627","one sms ","Neutral",1
"22628","roaming spain ","Neutral",1
"22629","information required ","Positive",1
"22630","agreed monthly ","Positive",1
"22631","returning emails ","Neutral",1
"22632","worse gone ","Negative",1
"22633","mobile disconnected ","Negative",1
"22634","work done ","Positive",1
"22635","connection slow ","Negative",1
"22636","charges dishonest ","Negative",1
"22637","backs updates ","Neutral",1
"22638","time transferred ","Neutral",1
"22639","right must ","Positive",1
"22640","rating available ","Positive",1
"22641","walk away ","Neutral",1
"22642","offer showed ","Positive",1
"22643","fine wanted ","Positive",1
"22644","ever confirmation ","Neutral",1
"22645","sent link ","Neutral",1
"22646","weeks wrong ","Negative",1
"22647","delivered monday ","Neutral",1
"22648","""honest problem ","Neutral",1
"22649","december fine ","Positive",1
"22650","first sign ","Neutral",1
"22651","rings shows ","Neutral",1
"22652","sign mobiles ","Neutral",1
"22653","cans bit ","Neutral",1
"22654","upgrade local ","Neutral",1
"22655","months insurance ","Neutral",1
"22656","enter like ","Positive",1
"22657","wanted next ","Neutral",1
"22658","fraud obliged ","Negative",1
"22659","gb lets ","Neutral",1
"22660","money xmas ","Positive",1
"22661","blind alley ","Negative",1
"22662","us broke ","Negative",1
"22663","twice within ","Neutral",1
"22664","date however ","Neutral",1
"22665","operators put ","Neutral",1
"22666","got without ","Neutral",1
"22667","nature check ","Neutral",1
"22668","received money ","Positive",1
"22669","flexible plans ","Positive",1
"22670","approach beyond ","Neutral",1
"22671","spoke mariel ","Neutral",1
"22672","furthermore mobile ","Neutral",1
"22673","issueswhilst trying ","Neutral",1
"22674","fog anything ","Neutral",1
"22675","always request ","Neutral",1
"22676","different brand ","Neutral",1
"22677","raised dispute ","Negative",1
"22678","slightly gone ","Neutral",1
"22679","tonight maybe ","Neutral",1
"22680","billed one ","Neutral",1
"22681","issues time ","Neutral",1
"22682","especially really ","Neutral",1
"22683","paid years ","Neutral",1
"22684","training days ","Neutral",1
"22685","due technical ","Neutral",1
"22686","payments one ","Neutral",1
"22687","fee soon ","Negative",1
"22688","old took ","Neutral",1
"22689","call center"", ","Positive",1
"22690","care requests ","Positive",1
"22691","appalled mobilemedia ","Negative",1
"22692","agreements one ","Neutral",1
"22693","never cancelled ","Negative",1
"22694","phone downgrade ","Negative",1
"22695","mistake revenue ","Negative",1
"22696","disconnect although ","Negative",1
"22697","yesterday cancelled ","Negative",1
"22698","sim already ","Neutral",1
"22699","deal dif ","Positive",1
"22700","advised ring ","Neutral",1
"22701","trail complaint ","Negative",1
"22702","ashamed tactics ","Negative",1
"22703","impossible"", ""december ","Negative",1
"22704","totalled £ ","Neutral",1
"22705","hang seem ","Negative",1
"22706","sending authorisation ","Neutral",1
"22707","tech issues ","Neutral",1
"22708","
""mobile quite ","Neutral",1
"22709","network fault ","Negative",1
"22710","despite ordering ","Neutral",1
"22711","card monthly ","Neutral",1
"22712","phoned put ","Neutral",1
"22713","rang cc ","Neutral",1
"22714","suppose cheap ","Negative",1
"22715","little value ","Neutral",1
"22716","life envelope ","Neutral",1
"22717","idiots enough ","Negative",1
"22718","arrogant cheeky ","Negative",1
"22719","using speaking ","Neutral",1
"22720","top prize ","Positive",1
"22721","center seem ","Positive",1
"22722","team give ","Neutral",1
"22723","child stressed ","Positive",1
"22724","lied told ","Negative",1
"22725","filed complain ","Negative",1
"22726","turn sent ","Neutral",1
"22727","departments try ","Neutral",1
"22728","unfortunately case ","Negative",1
"22729","wifi charged ","Neutral",1
"22730","call breeze ","Positive",1
"22731","reasons favour ","Neutral",1
"22732","years problems ","Negative",1
"22733","""absolutely disgraceful ","Negative",1
"22734","much trouble ","Negative",1
"22735","textsgb data ","Neutral",1
"22736","well speak ","Positive",1
"22737","bill different ","Neutral",1
"22738","service mislead ","Negative",1
"22739","periods time ","Neutral",1
"22740","st made ","Neutral",1
"22741","means ll ","Neutral",1
"22742","contact explaining ","Positive",1
"22743","receive look ","Neutral",1
"22744","phone beware ","Negative",1
"22745","someone uk ","Neutral",1
"22746","showing damage ","Negative",1
"22747","week cancelled ","Negative",1
"22748","contracts thought ","Neutral",1
"22749","course line ","Neutral",1
"22750","sick bill ","Negative",1
"22751","still sure ","Neutral",1
"22752","sick home ","Negative",1
"22753","phone nobody ","Neutral",1
"22754","little strange ","Negative",1
"22755","away soon ","Neutral",1
"22756","please advise ","Positive",1
"22757","subscribed euro ","Neutral",1
"22758","hold getting ","Neutral",1
"22759","pages notes ","Neutral",1
"22760","o ran ","Neutral",1
"22761","g told ","Neutral",1
"22762","assured required ","Positive",1
"22763","messenger"", ""poor ","Negative",1
"22764","cancelling recommend ","Negative",1
"22765","series extremely ","Neutral",1
"22766","spent days ","Negative",1
"22767","reason upgraded ","Positive",1
"22768","phones insists ","Neutral",1
"22769","telling everything ","Neutral",1
"22770","even bank ","Neutral",1
"22771","choice courier ","Positive",1
"22772","s unable ","Negative",1
"22773","back rejecting ","Negative",1
"22774","wife phones ","Neutral",1
"22775","behalf extra ","Positive",1
"22776","holiday recently ","Positive",1
"22777","ee customers ","Neutral",1
"22778","call cheap ","Negative",1
"22779","sold phone ","Neutral",1
"22780","upon returning ","Neutral",1
"22781","give vip ","Neutral",1
"22782","underhanded sales ","Neutral",1
"22783","allowance receiving ","Positive",1
"22784","cause extreme ","Neutral",1
"22785","increased charge ","Positive",1
"22786","came ending ","Neutral",1
"22787","trying reach ","Neutral",1
"22788","deal xmas ","Positive",1
"22789","promised store ","Positive",1
"22790","nothing called ","Neutral",1
"22791","scam believe ","Negative",1
"22792","quid well ","Positive",1
"22793","despite open ","Neutral",1
"22794","arrive happy ","Positive",1
"22795","star rating ","Positive",1
"22796","difference time ","Neutral",1
"22797","might tell ","Neutral",1
"22798","telling wanted ","Neutral",1
"22799","preferred going ","Positive",1
"22800","problem hang ","Negative",1
"22801","going help ","Neutral",1
"22802","member kept ","Neutral",1
"22803","speak helpful ","Positive",1
"22804","delete remaining ","Neutral",1
"22805","going contracts ","Neutral",1
"22806","without leave ","Negative",1
"22807","laughter background ","Positive",1
"22808","way deleted ","Neutral",1
"22809","everything clear ","Positive",1
"22810","explain sent ","Neutral",1
"22811","told didnt ","Neutral",1
"22812","sent written ","Neutral",1
"22813","received continue ","Positive",1
"22814","answered security ","Neutral",1
"22815","completely l ","Positive",1
"22816","deposited bank ","Neutral",1
"22817","also structured ","Neutral",1
"22818","long talking ","Neutral",1
"22819","network phones ","Neutral",1
"22820","say insurance ","Neutral",1
"22821","sent promised ","Positive",1
"22822","way solution ","Positive",1
"22823","point wow ","Positive",1
"22824","saturday phone ","Neutral",1
"22825","simple like ","Positive",1
"22826","given put ","Neutral",1
"22827","service ever"", ","Neutral",1
"22828","received said ","Positive",1
"22829","away unless ","Neutral",1
"22830","stopping cancelling ","Negative",1
"22831","told faster"", ","Positive",1
"22832","receive queries"", ","Neutral",1
"22833","layman problems ","Negative",1
"22834","repairers unipart ","Neutral",1
"22835","back track ","Neutral",1
"22836","february obviously ","Neutral",1
"22837","due iphone ","Neutral",1
"22838","treatment managed ","Negative",1
"22839","centre clueless ","Negative",1
"22840","addition thought ","Neutral",1
"22841","two replacement ","Neutral",1
"22842","firstly funny ","Positive",1
