"","wordcloud_bigram_th$ngrams","cat_sent_th","wordcloud_bigram_th$freq"
"64550","plan advanced ","Positive",1
"64551","leave now ","Negative",1
"64552","hound silent ","Neutral",1
"64553","mine now ","Neutral",1
"64554","speaking country ","Neutral",1
"64555","recontract best ","Positive",1
"64556","team checked ","Neutral",1
"64557","sorted refund ","Positive",1
"64558","brainwash perceiving ","Negative",1
"64559","months gave ","Neutral",1
"64560","give full ","Neutral",1
"64561","recommend"", ""excellent ","Positive",1
"64562","signal"", ""years ","Neutral",1
"64563","recommended g ","Positive",1
"64564","dunk doesnt ","Neutral",1
"64565","also spent ","Negative",1
"64566","notification totally ","Neutral",1
"64567","international used ","Neutral",1
"64568","updated contract ","Neutral",1
"64569","also part ","Neutral",1
"64570","team truly ","Neutral",1
"64571","new binge ","Positive",1
"64572","csa ve ","Neutral",1
"64573","called helpline ","Neutral",1
"64574","order access ","Neutral",1
"64575","note since ","Neutral",1
"64576","centre struggle ","Negative",1
"64577","able pac ","Neutral",1
"64578","provide means ","Positive",1
"64579","original still ","Neutral",1
"64580","house father ","Neutral",1
"64581","respect anyone ","Positive",1
"64582","agency tell ","Neutral",1
"64583","happy redeeming ","Positive",1
"64584","provided son ","Neutral",1
"64585","away reliable ","Positive",1
"64586","surely aaah ","Neutral",1
"64587","unavailable find ","Negative",1
"64588","plan usa ","Neutral",1
"64589","work applied ","Positive",1
"64590","sad leaving ","Negative",1
"64591","mobile next ","Neutral",1
"64592","issue glad ","Positive",1
"64593","ship"", 
""absolute ","Negative",1
"64594","nothing problem ","Negative",1
"64595","put madam ","Neutral",1
"64596","whole town ","Neutral",1
"64597","plan month ","Neutral",1
"64598","deal third ","Positive",1
"64599","services completely ","Positive",1
"64600","let mother ","Neutral",1
"64601","customer recommend ","Positive",1
"64602","toke contact ","Positive",1
"64603","ps problem ","Negative",1
"64604","home wifi ","Neutral",1
"64605","change outcome ","Negative",1
"64606","taken pledge ","Positive",1
"64607","industry needs ","Neutral",1
"64608","arrived refused ","Negative",1
"64609","restaurants anything ","Neutral",1
"64610","delivery next ","Positive",1
"64611","slow great ","Positive",1
"64612","separate second ","Neutral",1
"64613","usless u ","Neutral",1
"64614","staff listen ","Neutral",1
"64615","travel las ","Neutral",1
"64616","rude work ","Negative",1
"64617","ee"", 
""well ","Positive",1
"64618","voicemail yes ","Positive",1
"64619","girl asked ","Neutral",1
"64620","stage shouldn ","Neutral",1
"64621","best network"", ","Positive",1
"64622","adds credit ","Positive",1
"64623","ring live ","Neutral",1
"64624","twice thick ","Neutral",1
"64625","stressful word ","Negative",1
"64626","money refuse ","Negative",1
"64627","sending email ","Neutral",1
"64628","always trying ","Neutral",1
"64629","great person ","Positive",1
"64630","go wales ","Neutral",1
"64631","changed agreed ","Positive",1
"64632","june today ","Neutral",1
"64633","network slow ","Negative",1
"64634","long drawn ","Neutral",1
"64635","principle way ","Neutral",1
"64636","plate bmw ","Neutral",1
"64637","pilot reviews ","Neutral",1
"64638","bill know ","Neutral",1
"64639","still making ","Neutral",1
"64640","
""absolute trash ","Negative",1
"64641","first cancelled ","Negative",1
"64642","code initially ","Neutral",1
"64643","making power ","Neutral",1
"64644","app realise ","Neutral",1
"64645","weeks ask ","Neutral",1
"64646","agreed id ","Positive",1
"64647","amount iceland ","Neutral",1
"64648","contracts looking ","Neutral",1
"64649","remember sent ","Neutral",1
"64650","dispatched transferred ","Neutral",1
"64651","disgrace customer ","Negative",1
"64652","like done ","Positive",1
"64653","slow g ","Negative",1
"64654","email within ","Neutral",1
"64655","hidden way ","Negative",1
"64656","anyway hands ","Neutral",1
"64657","simple nice ","Positive",1
"64658","relatively new ","Positive",1
"64659","house confirmed ","Positive",1
"64660","charging going ","Neutral",1
"64661","etc despite ","Neutral",1
"64662","giving lecture ","Positive",1
"64663","star keep ","Positive",1
"64664","hold nearly ","Neutral",1
"64665","
""probably one ","Neutral",1
"64666","poor cheap ","Negative",1
"64667","contract"", 
""awesome ","Positive",1
"64668","go seriously ","Neutral",1
"64669","unsure policies ","Negative",1
"64670","add tablet ","Neutral",1
"64671","new house ","Positive",1
"64672","reception outside ","Neutral",1
"64673","sincerelyuhelen gannonuuinvestigation ","Neutral",1
"64674","clue put ","Neutral",1
"64675","later find ","Neutral",1
"64676","staying"", 
""signal ","Neutral",1
"64677","experienced fair ","Positive",1
"64678","iphone"", ""saves ","Positive",1
"64679","whoever signed ","Neutral",1
"64680","discontent feel ","Negative",1
"64681","someone tomorrow ","Neutral",1
"64682","phone go ","Neutral",1
"64683","broadband telephony ","Neutral",1
"64684","concerned much ","Negative",1
"64685","m busy ","Neutral",1
"64686","awful"", ""go ","Negative",1
"64687","following robots ","Neutral",1
"64688","rate compared"", ","Neutral",1
"64689","account contracts ","Neutral",1
"64690","extremely uncomfortable"", ","Negative",1
"64691","s less ","Neutral",1
"64692","refuse put ","Negative",1
"64693","cancelled mobile ","Negative",1
"64694","leaves half ","Neutral",1
"64695","man helped ","Positive",1
"64696","speed calls ","Neutral",1
"64697","bill take ","Neutral",1
"64698","aware needed ","Neutral",1
"64699","away either ","Neutral",1
"64700","
""long time ","Neutral",1
"64701","lack human ","Negative",1
"64702","destinations whilst ","Neutral",1
"64703","second monthly ","Neutral",1
"64704","process however ","Neutral",1
"64705","helpful seriously ","Positive",1
"64706","fact app ","Neutral",1
"64707","elsewhere ended ","Neutral",1
"64708","thank great ","Positive",1
"64709","instead going ","Neutral",1
"64710","email completely ","Positive",1
"64711","joke delivery ","Positive",1
"64712","certain counties ","Positive",1
"64713","xxxxxxx recommend ","Positive",1
"64714","including charge ","Positive",1
"64715","kind clause ","Positive",1
"64716","rip steer ","Negative",1
"64717","transferring complaints ","Negative",1
"64718","assistant walked ","Neutral",1
"64719","contracts"", ""trying ","Neutral",1
"64720","deal situation ","Positive",1
"64721","warranty id ","Positive",1
"64722","perfect whole ","Positive",1
"64723","call backbeginning ","Neutral",1
"64724","system activate ","Neutral",1
"64725","big kisses ","Positive",1
"64726","yell scream ","Negative",1
"64727","plugging course ","Neutral",1
"64728","accountable issue ","Positive",1
"64729","till im ","Neutral",1
"64730","signing servicesafterward ","Neutral",1
"64731","returned america ","Neutral",1
"64732","department obviously ","Neutral",1
"64733","tears told ","Negative",1
"64734","lot due ","Neutral",1
"64735","years mention ","Neutral",1
"64736","strabane often ","Neutral",1
"64737","acceptable cancelling ","Negative",1
"64738","ever offered ","Neutral",1
"64739","everything capped ","Neutral",1
"64740","warning recieved ","Negative",1
"64741","usa free ","Positive",1
"64742","faster also ","Positive",1
"64743","avoid customer ","Negative",1
"64744","month number ","Neutral",1
"64745","address wonders ","Neutral",1
"64746","agency since ","Neutral",1
"64747","network bit ","Neutral",1
"64748","anything avoid ","Negative",1
"64749","really helpful"", ","Positive",1
"64750","slamming door ","Negative",1
"64751","brought attention ","Positive",1
"64752","follow glasgow ","Neutral",1
"64753","small surcharge ","Negative",1
"64754","guess inevitably ","Negative",1
"64755","today waited ","Neutral",1
"64756","ofcom offered ","Neutral",1
"64757","abroad often ","Neutral",1
"64758","business uk ","Neutral",1
"64759","flexibility whatsoever ","Positive",1
"64760","refuses put ","Negative",1
"64761","trouble loading ","Negative",1
"64762","contact within ","Positive",1
"64763","around cambridge ","Neutral",1
"64764","uk abroad"", ","Neutral",1
"64765","thingone point ","Neutral",1
"64766","anythingunreasonable change ","Neutral",1
"64767","used half ","Neutral",1
"64768","morally reprehensible ","Negative",1
"64769","service falkirk ","Neutral",1
"64770","month times ","Neutral",1
"64771","attitude tough ","Positive",1
"64772","summary absolutely ","Neutral",1
"64773","webchat feature ","Neutral",1
"64774","costs partner ","Positive",1
"64775","shame never ","Negative",1
"64776","steadily worse ","Negative",1
"64777","department trying ","Neutral",1
"64778","network lol ","Neutral",1
"64779","shortly renewed ","Positive",1
"64780","elaborate f ","Neutral",1
"64781","end hung ","Neutral",1
"64782","anymore"", ""liked ","Positive",1
"64783","pits anyways ","Neutral",1
"64784","phones company ","Neutral",1
"64785","providertoo late ","Negative",1
"64786","saying ve ","Neutral",1
"64787","instead got ","Neutral",1
"64788","think appalling ","Negative",1
"64789","idea troubleshoot ","Neutral",1
"64790","using carrier ","Neutral",1
"64791","rapport instead ","Positive",1
"64792","information prepay ","Positive",1
"64793","though best ","Positive",1
"64794","device s ","Neutral",1
"64795","asked always ","Neutral",1
"64796","screen trying ","Neutral",1
"64797","sort oot"", ","Neutral",1
"64798","told upset ","Negative",1
"64799","fuel witnessed ","Neutral",1
"64800","wont understand ","Neutral",1
"64801","asurian sell ","Neutral",1
"64802","minute appalling ","Negative",1
"64803","sure avoid ","Negative",1
"64804","binge awesome ","Positive",1
"64805","authorised hand ","Neutral",1
"64806","usage costs ","Neutral",1
"64807","added worst ","Negative",1
"64808","error live ","Negative",1
"64809","country re ","Neutral",1
"64810","though illegal ","Negative",1
"64811","lens £ ","Neutral",1
"64812","issues speak ","Neutral",1
"64813","
""years total ","Neutral",1
"64814","t swear ","Negative",1
"64815","trying simple ","Neutral",1
"64816","abroad although ","Neutral",1
"64817","transfered woman ","Neutral",1
"64818","quickly returned ","Neutral",1
"64819","t customer ","Neutral",1
"64820","mobile land ","Neutral",1
"64821","years far ","Neutral",1
"64822","abrupt manner ","Negative",1
"64823","requesting discount ","Neutral",1
"64824","agency gigo ","Neutral",1
"64825","added add ","Neutral",1
"64826","ended choosing ","Neutral",1
"64827","customers along ","Neutral",1
"64828","phoned support ","Positive",1
"64829","enough got ","Negative",1
"64830","months expected ","Neutral",1
"64831","see allowance ","Neutral",1
"64832","occasions say ","Neutral",1
"64833","max bars ","Neutral",1
"64834","callcontacted many ","Neutral",1
"64835","called since ","Neutral",1
"64836","due patient ","Positive",1
"64837","affected lots ","Neutral",1
"64838","difficulty customer ","Negative",1
"64839","note account ","Neutral",1
"64840","t realise ","Neutral",1
"64841","apologised explained ","Neutral",1
"64842","store walked ","Neutral",1
"64843","disappointed found ","Negative",1
"64844","literally world ","Neutral",1
"64845","area due ","Neutral",1
"64846","gave preassume ","Neutral",1
"64847","facebook state ","Neutral",1
"64848","chat wonder ","Neutral",1
"64849","italy uk ","Neutral",1
"64850","providers steal ","Negative",1
"64851","rubbish care ","Positive",1
"64852","taxi australia"", ","Neutral",1
"64853","help saying ","Neutral",1
"64854","family worst ","Negative",1
"64855","""took sim ","Neutral",1
"64856","team pmvisitori ","Neutral",1
"64857","prices remains ","Neutral",1
"64858","services talking ","Neutral",1
"64859","contract stressful ","Negative",1
"64860","house led ","Positive",1
"64861","agent help ","Neutral",1
"64862","review loyalty ","Positive",1
"64863","address written ","Neutral",1
"64864","probably meet ","Neutral",1
"64865","hard use ","Negative",1
"64866","inflating cost ","Neutral",1
"64867","impressive"", ""came ","Positive",1
"64868","whole year ","Neutral",1
"64869","speeds confirmed ","Positive",1
"64870","someone understanding ","Positive",1
"64871","includes bills ","Neutral",1
"64872","inviting complete ","Positive",1
"64873","team read ","Neutral",1
"64874","deactivated card ","Neutral",1
"64875","help pretty ","Positive",1
"64876","furious resolution ","Negative",1
"64877","review want ","Neutral",1
"64878","part hours ","Neutral",1
"64879","registered uk ","Neutral",1
"64880","personalise use ","Neutral",1
"64881","purpose asked ","Neutral",1
"64882","friends"", ""overall ","Neutral",1
"64883","team terminated ","Neutral",1
"64884","plenty alternative ","Neutral",1
