"","wordcloud_bigram_vo$ngrams","cat_sent_vo","wordcloud_bigram_vo$freq"
"73570","pack basically ","Neutral",1
"73571","happened rd ","Neutral",1
"73572","degrading customer ","Negative",1
"73573","texts prove ","Positive",1
"73574","probably glad ","Positive",1
"73575","exemption applied ","Negative",1
"73576","leave apply ","Negative",1
"73577","charge extortionate ","Neutral",1
"73578","said text ","Neutral",1
"73579","dpd says ","Neutral",1
"73580","notice bills ","Neutral",1
"73581","wayupdate contacted ","Neutral",1
"73582","debit taking ","Neutral",1
"73583","definitely user ","Neutral",1
"73584","alanna cardiff ","Neutral",1
"73585","still cooling ","Neutral",1
"73586","borderline scum ","Negative",1
"73587","chat apparently ","Neutral",1
"73588","issues day ","Neutral",1
"73589","props eventually ","Neutral",1
"73590","versus indian ","Negative",1
"73591","proof advised ","Neutral",1
"73592","done later ","Neutral",1
"73593","given recently ","Neutral",1
"73594","horrendous company ","Negative",1
"73595","provider signal ","Neutral",1
"73596","arrived eventually ","Neutral",1
"73597","saying sort ","Neutral",1
"73598","anxiety phone ","Negative",1
"73599","forgiven"", 
""release ","Positive",1
"73600","miraculously changed ","Positive",1
"73601","explain tariff ","Negative",1
"73602","became frustrated ","Negative",1
"73603","april day ","Neutral",1
"73604","later checked ","Neutral",1
"73605","also refund ","Positive",1
"73606","hall months"", ","Neutral",1
"73607","another stock ","Neutral",1
"73608","sending emails ","Neutral",1
"73609","reviews thought ","Neutral",1
"73610","afterwards nothing ","Neutral",1
"73611","worst scheming ","Negative",1
"73612","cancellations staff ","Neutral",1
"73613","waited min ","Neutral",1
"73614","delivered messages ","Neutral",1
"73615","still isnt ","Neutral",1
"73616","along coverage ","Neutral",1
"73617","match price ","Neutral",1
"73618","responsible training ","Positive",1
"73619","ready send ","Positive",1
"73620","keep delivering ","Neutral",1
"73621","wasted contacting ","Negative",1
"73622","go money ","Positive",1
"73623","plan tariff ","Negative",1
"73624","submitted formal ","Neutral",1
"73625","used months ","Neutral",1
"73626","""absolutely useless ","Negative",1
"73627","voucher amazon ","Neutral",1
"73628","fine telecoms ","Positive",1
"73629","see police ","Negative",1
"73630","deducted inr ","Neutral",1
"73631","able escape ","Negative",1
"73632","reassured staff ","Positive",1
"73633","back man ","Neutral",1
"73634","information fees ","Positive",1
"73635","star one ","Positive",1
"73636","thought things ","Neutral",1
"73637","whilst talking ","Neutral",1
"73638","said tariffanother ","Neutral",1
"73639","times onto ","Neutral",1
"73640","actually go ","Neutral",1
"73641","protectorpratik sales ","Neutral",1
"73642","friends far ","Neutral",1
"73643","sort mistake ","Negative",1
"73644","worse service ","Negative",1
"73645","irritating"", ""l ","Negative",1
"73646","collectors go ","Neutral",1
"73647","company fool ","Negative",1
"73648","help go ","Neutral",1
"73649","changed still ","Neutral",1
"73650","still vod ","Neutral",1
"73651","explain taken ","Neutral",1
"73652","vodaphone cost ","Neutral",1
"73653","hard also ","Negative",1
"73654","top data ","Neutral",1
"73655","provide sim ","Positive",1
"73656","group correct ","Positive",1
"73657","eurotraveller th ","Neutral",1
"73658","problem find ","Negative",1
"73659","incompetent people ","Negative",1
"73660","goodbye"", ""hard ","Negative",1
"73661","app apart ","Neutral",1
"73662","reporting last ","Neutral",1
"73663","rejected vf ","Negative",1
"73664","poor short ","Negative",1
"73665","reliable people ","Positive",1
"73666","response subject ","Neutral",1
"73667","sent speed ","Neutral",1
"73668","refund revoked ","Positive",1
"73669","cons ps ","Negative",1
"73670","untrue absurd ","Negative",1
"73671","obviously good ","Positive",1
"73672","live"", ""always ","Neutral",1
"73673","visit cost ","Positive",1
"73674","already maths ","Neutral",1
"73675","shenanigans rapid ","Neutral",1
"73676","route next ","Neutral",1
"73677","pounds rather ","Neutral",1
"73678","ended others ","Neutral",1
"73679","even generated ","Neutral",1
"73680","""like shower ","Positive",1
"73681","dales make ","Neutral",1
"73682","size things ","Neutral",1
"73683","score make ","Neutral",1
"73684","year changing ","Neutral",1
"73685","find errors ","Negative",1
"73686","moderators go ","Neutral",1
"73687","list useless ","Negative",1
"73688","picked india ","Neutral",1
"73689","tech overlook ","Negative",1
"73690","details issue ","Neutral",1
"73691","organise bt ","Neutral",1
"73692","company website ","Neutral",1
"73693","product now ","Neutral",1
"73694","despite suffering ","Negative",1
"73695","networks"", 
""bit ","Neutral",1
"73696","deal thought ","Positive",1
"73697","avoid lose ","Negative",1
"73698","atrocious company ","Negative",1
"73699","charge needed ","Neutral",1
"73700","across every ","Neutral",1
"73701","great loved ","Positive",1
"73702","deliver promises ","Positive",1
"73703","ethe contract ","Neutral",1
"73704","however commitments ","Neutral",1
"73705","case"", 
""good ","Positive",1
"73706","saw really ","Neutral",1
"73707","sold debt ","Negative",1
"73708","one trained ","Neutral",1
"73709","bills buy ","Neutral",1
"73710","resolved strongly ","Positive",1
"73711","advisor somewhere ","Neutral",1
"73712","coming enjoy ","Positive",1
"73713","text proudly ","Positive",1
"73714","indeed tying ","Neutral",1
"73715","close short ","Neutral",1
"73716","mistake ordering ","Negative",1
"73717","now ask ","Neutral",1
"73718","online subscription ","Neutral",1
"73719","im sure ","Neutral",1
"73720","customer servicesavoid ","Neutral",1
"73721","comes told ","Neutral",1
"73722","monies refunded ","Positive",1
"73723","busy help ","Neutral",1
"73724","said another ","Neutral",1
"73725","experian"", ""one ","Neutral",1
"73726","wants buy ","Neutral",1
"73727","store liverpool ","Neutral",1
"73728","now add ","Neutral",1
"73729","referring even ","Neutral",1
"73730","filing non ","Neutral",1
"73731","untested properly ","Positive",1
"73732","""mobile phone ","Neutral",1
"73733","delivered now ","Neutral",1
"73734","told arrange ","Neutral",1
"73735","everything money ","Positive",1
"73736","explained work ","Positive",1
"73737","see bare ","Neutral",1
"73738","joke"", ""please ","Positive",1
"73739","recommend"", 
""upgraded ","Positive",1
"73740","finaly fixed ","Neutral",1
"73741","convince giving ","Positive",1
"73742","dealt incompetence ","Negative",1
"73743","really let ","Neutral",1
"73744","getting excellent ","Positive",1
"73745","defaulting credit ","Positive",1
"73746","called claims ","Neutral",1
"73747","existed referred ","Neutral",1
"73748","speed peak ","Neutral",1
"73749","lack action ","Negative",1
"73750","mbsec usually ","Neutral",1
"73751","promised gb ","Positive",1
"73752","bill incompetent ","Negative",1
"73753","stressful biggest ","Negative",1
"73754","roaming service ","Neutral",1
"73755","kept copies ","Neutral",1
"73756","even overdue ","Negative",1
"73757","old pensioner ","Neutral",1
"73758","charged anymore ","Neutral",1
"73759","turkey"", ""missold ","Neutral",1
"73760","signed papers ","Neutral",1
"73761","trained offers ","Neutral",1
"73762","data inclusive ","Positive",1
"73763","oversight part ","Negative",1
"73764","contract outwith ","Neutral",1
"73765","kingston took ","Neutral",1
"73766","silly warn ","Negative",1
"73767","times surprise ","Positive",1
"73768","supply fibre ","Neutral",1
"73769","misleading make ","Negative",1
"73770","deals £ ","Neutral",1
"73771","store nd ","Neutral",1
"73772","latest friday ","Neutral",1
"73773","back blaming ","Negative",1
"73774","service decrease ","Negative",1
"73775","train journey ","Positive",1
"73776","inclusive minutes ","Positive",1
"73777","see record ","Neutral",1
"73778","insult back ","Negative",1
"73779","run waited ","Neutral",1
"73780","argumentative tone ","Negative",1
"73781","contract woke ","Neutral",1
"73782","trust actually ","Positive",1
"73783","wifi connections ","Positive",1
"73784","staying giving ","Positive",1
"73785","intentionally go ","Neutral",1
"73786","well looking ","Positive",1
"73787","total joke ","Positive",1
"73788","back dates ","Neutral",1
"73789","handset days ","Neutral",1
"73790","bill belongs ","Neutral",1
"73791","first visit ","Positive",1
"73792","ever reads ","Neutral",1
"73793","t require ","Neutral",1
"73794","times clear ","Positive",1
"73795","car today ","Neutral",1
"73796","house days ","Neutral",1
"73797","business bought ","Neutral",1
"73798","store assault ","Negative",1
"73799","two personal ","Neutral",1
"73800","indeed cut ","Negative",1
"73801","people impolite ","Negative",1
"73802","also engineer ","Neutral",1
"73803","since manage ","Positive",1
"73804","taken much ","Neutral",1
"73805","either give ","Neutral",1
"73806","decided upon ","Neutral",1
"73807","something hands ","Neutral",1
"73808","service reordered ","Neutral",1
"73809","date re ","Neutral",1
"73810","works ee ","Positive",1
"73811","keeping eye ","Neutral",1
"73812","crooks also ","Negative",1
"73813","use wrong ","Negative",1
"73814","must dark ","Negative",1
"73815","unbelievable fine ","Negative",1
"73816","security reasons ","Neutral",1
"73817","£ package ","Neutral",1
"73818","ok mean ","Neutral",1
"73819","ago immediate ","Neutral",1
"73820","""frustration behalf ","Negative",1
"73821","compatibilityone said ","Neutral",1
"73822","ahead requested ","Positive",1
"73823","point customer ","Neutral",1
"73824","take sim ","Neutral",1
"73825","
""give star ","Positive",1
"73826","stressful disgusting ","Negative",1
"73827","examined closer ","Neutral",1
"73828","stores post ","Neutral",1
"73829","costumer services ","Neutral",1
"73830","time bought ","Neutral",1
"73831","amounts mobile ","Neutral",1
"73832","much thought ","Neutral",1
"73833","first blunder ","Negative",1
"73834","service possible ","Neutral",1
"73835","said escalating ","Neutral",1
"73836","later sim ","Neutral",1
"73837","cheaper price ","Neutral",1
"73838","clowns dont ","Neutral",1
"73839","surprise speaking ","Positive",1
"73840","distress"", ""frustrated ","Negative",1
"73841","said don ","Neutral",1
"73842","asked sent ","Neutral",1
"73843","thing recommended ","Positive",1
"73844","updating file ","Neutral",1
"73845","""receiving anonymous ","Positive",1
"73846","issue help ","Neutral",1
"73847","vpn freedom ","Positive",1
"73848","free using ","Positive",1
"73849","whatsits great ","Positive",1
"73850","now since ","Neutral",1
"73851","january phone ","Neutral",1
"73852","well want ","Positive",1
"73853","wage desperation ","Negative",1
"73854","profile companies"", ","Neutral",1
"73855","see october ","Neutral",1
"73856","seen data ","Neutral",1
"73857","sorry thanks ","Positive",1
"73858","feet appalling ","Negative",1
"73859","blogs inform ","Neutral",1
"73860","way repair ","Neutral",1
"73861","team substantial ","Positive",1
"73862","know instead ","Neutral",1
"73863","time cs ","Neutral",1
"73864","months"", ""bad ","Negative",1
"73865","services shop ","Neutral",1
"73866","pin numbers ","Neutral",1
"73867","best decision ","Positive",1
"73868","caused new ","Positive",1
"73869","seems incredible ","Positive",1
"73870","luck hear ","Positive",1
"73871","unless direct ","Neutral",1
"73872","texts aware ","Neutral",1
"73873","dongle broadband ","Neutral",1
"73874","mid conversation ","Neutral",1
"73875","data impossible ","Negative",1
"73876","better listen ","Positive",1
"73877","touch immediately ","Neutral",1
"73878","try convince ","Positive",1
"73879","prevent situation ","Negative",1
"73880","helped available ","Positive",1
"73881","anticipate issues ","Neutral",1
"73882","worse npower ","Negative",1
"73883","s joke ","Positive",1
"73884","apirl since ","Neutral",1
"73885","whilst abroad ","Neutral",1
"73886","gift thing ","Positive",1
"73887","useless processes ","Negative",1
"73888","similar problem ","Negative",1
"73889","one signal ","Neutral",1
"73890","ms hostdslgbcom ","Neutral",1
"73891","notifying account ","Neutral",1
"73892","made internet ","Neutral",1
"73893","call abroad ","Neutral",1
"73894","fail tell ","Negative",1
"73895","thank lee ","Positive",1
"73896","brought task"", ","Negative",1
"73897","wait six ","Negative",1
"73898","abroad receive ","Neutral",1
"73899","leaving unhelpful ","Negative",1
"73900","problem credit ","Negative",1
"73901","stopped switching ","Negative",1
"73902","recently still ","Neutral",1
"73903","care appreciate ","Positive",1
"73904","reporting credit ","Positive",1
"73905","""left cancelation ","Neutral",1
"73906","might valued ","Neutral",1
"73907","advertising offers ","Neutral",1
"73908","month returning ","Neutral",1
