"","wordcloud_bigram_ee$ngrams","cat_sent_ee","wordcloud_bigram_ee$freq"
"77715","yet partnership ","Positive",1
"77716","due google ","Neutral",1
"77717","star member ","Positive",1
"77718","company past ","Neutral",1
"77719","roundabout help ","Neutral",1
"77720","always managed ","Neutral",1
"77721","un repaired ","Neutral",1
"77722","masts avoid ","Negative",1
"77723","centre send ","Neutral",1
"77724","complain ofcom ","Negative",1
"77725","except machine ","Neutral",1
"77726","sent used ","Neutral",1
"77727","numbers deleted ","Neutral",1
"77728","bang offered ","Neutral",1
"77729","thoroughly recommend ","Positive",1
"77730","today surprise ","Positive",1
"77731","live used ","Neutral",1
"77732","companies use ","Neutral",1
"77733","low ladies ","Neutral",1
"77734","voip app ","Neutral",1
"77735","see bus ","Neutral",1
"77736","standard plan ","Neutral",1
"77737","difficult anyway ","Negative",1
"77738","anything suggest ","Neutral",1
"77739","first decent ","Positive",1
"77740","reason ask ","Positive",1
"77741","twice previous ","Neutral",1
"77742","samsung oh ","Neutral",1
"77743","apparently none ","Neutral",1
"77744","since mobile ","Neutral",1
"77745","customer"", ""luton ","Neutral",1
"77746","two dcas ","Neutral",1
"77747","twitter kind ","Positive",1
"77748","two weekslocked ","Neutral",1
"77749","years cold ","Negative",1
"77750","asking cancel ","Negative",1
"77751","initially refusing ","Negative",1
"77752","service stars ","Neutral",1
"77753","recover £ ","Positive",1
"77754","limp apology ","Positive",1
"77755","atrocious billing ","Negative",1
"77756","another working ","Positive",1
"77757","argued outrageous ","Negative",1
"77758","take refund ","Positive",1
"77759","process started ","Neutral",1
"77760","ended people ","Neutral",1
"77761","bill whether ","Neutral",1
"77762","picking anything ","Neutral",1
"77763","competitors mbps ","Neutral",1
"77764","already regret ","Negative",1
"77765","rgats work ","Positive",1
"77766","x monthly ","Neutral",1
"77767","happy decided ","Positive",1
"77768","now write ","Neutral",1
"77769","good overall ","Positive",1
"77770","anyone life ","Neutral",1
"77771","dogs breakfast ","Positive",1
"77772","restore talk ","Positive",1
"77773","hit hurts ","Negative",1
"77774","gave star ","Positive",1
"77775","e sell ","Neutral",1
"77776","made days ","Neutral",1
"77777","little front ","Neutral",1
"77778","useless coverage ","Negative",1
"77779","signal continuously ","Neutral",1
"77780","careoffered match ","Neutral",1
"77781","really seems ","Neutral",1
"77782","mobile worst ","Negative",1
"77783","company anyone"", ","Neutral",1
"77784","abroad included ","Positive",1
"77785","makes little ","Neutral",1
"77786","notice places ","Neutral",1
"77787","giant mess"", ","Negative",1
"77788","employees hate ","Negative",1
"77789","affectedthankfully residential ","Neutral",1
"77790","uk english ","Neutral",1
"77791","system updated ","Neutral",1
"77792","services smiling ","Positive",1
"77793","give bought ","Neutral",1
"77794","simple polite ","Positive",1
"77795","emergency back ","Negative",1
"77796","uk another ","Neutral",1
"77797","date coming ","Neutral",1
"77798","know actual ","Positive",1
"77799","says write ","Neutral",1
"77800","even expletive ","Negative",1
"77801","one branches ","Neutral",1
"77802","done wasted ","Negative",1
"77803","timing online ","Neutral",1
"77804","payment point ","Negative",1
"77805","ended unaware ","Negative",1
"77806","call professional ","Positive",1
"77807","tone suddenly ","Neutral",1
"77808","occasion contacted ","Neutral",1
"77809","deserve x"", ","Positive",1
"77810","network paying ","Neutral",1
"77811","imei incorrect ","Negative",1
"77812","something going ","Neutral",1
"77813","hostile pressure ","Negative",1
"77814","also data ","Neutral",1
"77815","christmas also ","Neutral",1
"77816","sooner still ","Neutral",1
"77817","indeed taken ","Neutral",1
"77818","interfere business ","Negative",1
"77819","placed going ","Neutral",1
"77820","online fantastic ","Positive",1
"77821","telecommunicactions company ","Neutral",1
"77822","
""first ever ","Neutral",1
"77823","detailing planned ","Neutral",1
"77824","mobilesim plan"", ","Neutral",1
"77825","aylesbury store ","Neutral",1
"77826","unable boot ","Negative",1
"77827","every time"", ","Neutral",1
"77828","smartwatchs smart ","Positive",1
"77829","need unlocking"", ","Neutral",1
"77830","time definetely ","Neutral",1
"77831","plan getting ","Neutral",1
"77832","
""along time ","Neutral",1
"77833","bills three ","Neutral",1
"77834","patient helpful ","Positive",1
"77835","made absolutely ","Neutral",1
"77836","use liers ","Neutral",1
"77837","g instead ","Neutral",1
"77838","yes annoyed ","Positive",1
"77839","keep customer"", ","Neutral",1
"77840","resolve matterbetter ","Positive",1
"77841","back kind ","Positive",1
"77842","delivery asked ","Positive",1
"77843","go swith ","Neutral",1
"77844","help difficult ","Negative",1
"77845","lucky gave ","Positive",1
"77846","date complaints ","Negative",1
"77847","store suddenly ","Neutral",1
"77848","aside fake ","Negative",1
"77849","fallback g ","Neutral",1
"77850","dpd speak ","Neutral",1
"77851","like closed ","Positive",1
"77852","pay engineer ","Negative",1
"77853","nobodys knowledge ","Positive",1
"77854","pcm alot ","Neutral",1
"77855","""really like ","Positive",1
"77856","ok ordered ","Neutral",1
"77857","manager consistent ","Positive",1
"77858","locate actual ","Positive",1
"77859","stopped direct ","Negative",1
"77860","great relaxed ","Positive",1
"77861","worked boo ","Positive",1
"77862","terms network ","Neutral",1
"77863","tmobile monthly ","Neutral",1
"77864","way business"", ","Neutral",1
"77865","top next ","Neutral",1
"77866","access peoples ","Neutral",1
"77867","split hair ","Negative",1
"77868","go bad ","Negative",1
"77869","home occasion ","Neutral",1
"77870","credit call ","Positive",1
"77871","whomever ceo ","Neutral",1
"77872","ipad delivered ","Neutral",1
"77873","socket modemrouterfit ","Neutral",1
"77874","
""contract iphone ","Neutral",1
"77875","nearly areas ","Neutral",1
"77876","users stay ","Neutral",1
"77877","technical dept ","Neutral",1
"77878","competition looks ","Negative",1
"77879","money either ","Positive",1
"77880","blocks phone ","Negative",1
"77881","saying ready ","Positive",1
"77882","arguing existing ","Neutral",1
"77883","speeds ok ","Neutral",1
"77884","t charged ","Neutral",1
"77885","show id ","Neutral",1
"77886","end worst ","Negative",1
"77887","minimum even ","Neutral",1
"77888","acceptable left ","Positive",1
"77889","day comparing ","Neutral",1
"77890","kind addon ","Positive",1
"77891","contract mugged ","Neutral",1
"77892","sim saw ","Neutral",1
"77893","regardless appreciated ","Positive",1
"77894","cut dreadful ","Negative",1
"77895","basic problems ","Negative",1
"77896","""due turning ","Neutral",1
"77897","understaffed got ","Negative",1
"77898","error promised ","Negative",1
"77899","renewel date ","Neutral",1
"77900","issued occur ","Neutral",1
"77901","
""data coverage ","Neutral",1
"77902","may use ","Neutral",1
"77903","place took ","Neutral",1
"77904","service explained ","Neutral",1
"77905","return"", ""deplorable ","Negative",1
"77906","three asap"", ","Neutral",1
"77907","basildon looking ","Neutral",1
"77908","listening told ","Neutral",1
"77909","later hands ","Neutral",1
"77910","data simple ","Neutral",1
"77911","back put ","Neutral",1
"77912","since confirmation ","Neutral",1
"77913","say money ","Positive",1
"77914","past experiences ","Neutral",1
"77915","never gave ","Neutral",1
"77916","fault anything ","Negative",1
"77917","broadbandnothing complaint ","Negative",1
"77918","work remotely ","Positive",1
"77919","warranty taken ","Positive",1
"77920","began contract ","Neutral",1
"77921","affordability detriment ","Negative",1
"77922","start dates ","Neutral",1
"77923","online stated ","Neutral",1
"77924","saying someone ","Neutral",1
"77925","gb one ","Neutral",1
"77926","flirting husband ","Neutral",1
"77927","rd phone ","Neutral",1
"77928","shown separately ","Neutral",1
"77929","map ask ","Neutral",1
"77930","amount actually ","Neutral",1
"77931","though somewhat ","Neutral",1
"77932","benefits plan ","Positive",1
"77933","complete crap ","Negative",1
"77934","good achieved ","Positive",1
"77935","even opened ","Neutral",1
"77936","center rude ","Negative",1
"77937","meant charges ","Neutral",1
"77938","thinking placing ","Neutral",1
"77939","liars cheating ","Negative",1
"77940","told wasn ","Neutral",1
"77941","response complaining ","Negative",1
"77942","service interested ","Positive",1
"77943","job still ","Neutral",1
"77944","even contacted ","Neutral",1
"77945","delivered june ","Neutral",1
"77946","plans competitors ","Neutral",1
"77947","amount owed ","Neutral",1
"77948","worked month ","Positive",1
"77949","sticks either ","Neutral",1
"77950","rises contract ","Neutral",1
"77951","allowances anyway ","Neutral",1
"77952","questions value ","Neutral",1
"77953","selling customers ","Neutral",1
"77954","community notice ","Positive",1
"77955","end different ","Neutral",1
"77956","monthly pixel ","Neutral",1
"77957","months experiences ","Neutral",1
"77958","check local ","Neutral",1
"77959","sense network ","Neutral",1
"77960","team access ","Neutral",1
"77961","constantly buffers ","Neutral",1
"77962","bag imei ","Neutral",1
"77963","cs answered ","Neutral",1
"77964","repeat line ","Neutral",1
"77965","investigation raised ","Neutral",1
"77966","funny cheery ","Positive",1
"77967","complaint mobile ","Negative",1
"77968","amount mean ","Neutral",1
"77969","services yet ","Neutral",1
"77970","honestly made ","Neutral",1
"77971","increase inside ","Positive",1
"77972","go unnoticed ","Negative",1
"77973","bill extra ","Positive",1
"77974","completely miss ","Positive",1
"77975","day recently ","Neutral",1
"77976","cheap time ","Negative",1
"77977","another chance ","Positive",1
"77978","either misinformed ","Negative",1
"77979","irrespective faint ","Negative",1
"77980","end previous ","Neutral",1
"77981","specialist look ","Neutral",1
"77982","phone ridiculous ","Negative",1
"77983","far thanking ","Positive",1
"77984","boxapparently one ","Neutral",1
"77985","simple exchange ","Positive",1
"77986","claim bother ","Negative",1
"77987","premium call ","Neutral",1
"77988","day numerous ","Neutral",1
"77989","contract take ","Neutral",1
"77990","run time ","Neutral",1
"77991","issue resolvedpushy ","Neutral",1
"77992","need compensating ","Neutral",1
"77993","reduce bill ","Neutral",1
"77994","summary way ","Neutral",1
"77995","incompetent useless ","Negative",1
"77996","yrs two ","Neutral",1
"77997","paid m ","Neutral",1
"77998","wait switch ","Negative",1
"77999","per policy ","Neutral",1
"78000","sure cancel ","Negative",1
"78001","hourstoday hours ","Neutral",1
"78002","package"", ""annie ","Neutral",1
"78003","little usage ","Neutral",1
"78004","broadband"", ""year ","Neutral",1
"78005","evidence illegal ","Negative",1
"78006","apple probably ","Neutral",1
"78007","cut easy ","Positive",1
"78008","problem dreadful ","Negative",1
"78009","told device ","Neutral",1
"78010","replace apple ","Neutral",1
"78011","support confirming ","Positive",1
"78012","managed give ","Neutral",1
"78013","comision take ","Neutral",1
"78014","msg right ","Positive",1
"78015","structure told ","Neutral",1
"78016","plusnet excellent ","Positive",1
"78017","correct absolute ","Positive",1
"78018","job guy ","Neutral",1
"78019","guidelines totally ","Neutral",1
"78020","bill happen ","Neutral",1
"78021","advised engerineer ","Neutral",1
"78022","selection countries ","Neutral",1
"78023","now telling ","Neutral",1
"78024","telling thing ","Neutral",1
"78025","understand wording ","Neutral",1
"78026","""problems company ","Negative",1
"78027","including social ","Positive",1
"78028","store bought ","Neutral",1
"78029","pointless leaving ","Negative",1
"78030","yes hurt ","Positive",1
"78031","infomation signing ","Neutral",1
"78032","rental first ","Neutral",1
"78033","told ones ","Neutral",1
"78034","house use"", ","Neutral",1
"78035","end purchased ","Neutral",1
"78036","complaints form ","Negative",1
"78037","joke service"", ","Positive",1
"78038","accidentally routed ","Negative",1
"78039","qualification rocket ","Neutral",1
"78040","february called ","Neutral",1
"78041","due rubbish ","Negative",1
"78042","warned may ","Negative",1
"78043","unable unlock ","Negative",1
"78044","concluded must ","Neutral",1
"78045","broadband week ","Neutral",1
"78046","much bad ","Negative",1
"78047","bills shows ","Neutral",1
"78048","call later ","Neutral",1
"78049","blame even ","Negative",1
"78050","outstanding best ","Positive",1
"78051","decreasing phone ","Negative",1
